text,sura,lemmatized
ما كان لنبي ان يكون له اسرىٰ حتىٰ يثخن في الارض تريدون عرض الدنيا والله يريد الاخرة والله عزيز حكيم,سورة الانفال,"['ما', 'كان', 'نبي', 'ان', 'كان', 'ل', 'اسرى', 'حتى', 'يثخن', 'في', 'ارض', 'أراد', 'عرض', 'دنيا', 'الله', 'أراد', 'اخر', 'الله', 'عزيز', 'حكيم']"
لولا كتٰب من الله سبق لمسكم فيما اخذتم عذاب عظيم,سورة الانفال,"['لولا', 'كتب', 'من', 'الله', 'سبق', 'مس', 'في', 'اخذتم', 'عذاب', 'عظيم']"
فكلوا مما غنمتم حلٰلا طيبا واتقوا الله ان الله غفور رحيم,سورة الانفال,"['أكل', 'من', 'غنم', 'حلل', 'طيب', 'اتقى', 'الله', 'ان', 'الله', 'غفور', 'رحيم']"
يٰايها النبي قل لمن في ايديكم من الاسرىٰ ان يعلم الله في قلوبكم خيرا يؤتكم خيرا مما اخذ منكم ويغفر لكم والله غفور رحيم,سورة الانفال,"['ياي', 'نبي', 'قال', 'من', 'في', 'ايدي', 'من', 'اسرى', 'ان', 'علم', 'الله', 'في', 'قلب', 'خير', 'يؤتكم', 'خير', 'من', 'اخذ', 'من', 'غفر', 'ل', 'الله', 'غفور', 'رحيم']"
وان يريدوا خيانتك فقد خانوا الله من قبل فامكن منهم والله عليم حكيم,سورة الانفال,"['وان', 'أراد', 'خيانة', 'قد', 'خان', 'الله', 'من', 'قبل', 'امكن', 'من', 'الله', 'عليم', 'حكيم']"
ان الذين ءامنوا وهاجروا وجٰهدوا باموٰلهم وانفسهم في سبيل الله والذين ءاووا ونصروا اولٰئك بعضهم اولياء بعض والذين ءامنوا ولم يهاجروا ما لكم من ولٰيتهم من شيء حتىٰ يهاجروا وان استنصروكم في الدين فعليكم النصر الا علىٰ قوم بينكم وبينهم ميثٰق والله بما تعملون بصير,سورة الانفال,"['ان', 'الذي', 'ءامن', 'هاجر', 'جهد', 'امول', 'انفس', 'في', 'سبيل', 'الله', 'الذي', 'ءاووا', 'نصر', 'اولئك', 'بعض', 'اولياء', 'بعض', 'الذي', 'ءامن', 'لم', 'هاجر', 'ما', 'ل', 'من', 'ليت', 'من', 'شيء', 'حتى', 'هاجر', 'وان', 'استنصروكم', 'في', 'دين', 'على', 'نصر', 'الا', 'على', 'قوم', 'بين', 'بين', 'ميثق', 'الله', 'ما', 'عمل', 'بصير']"
والذين كفروا بعضهم اولياء بعض الا تفعلوه تكن فتنة في الارض وفساد كبير,سورة الانفال,"['الذي', 'كفر', 'بعض', 'اولياء', 'بعض', 'الا', 'تفعلوه', 'كان', 'فتنة', 'في', 'ارض', 'فساد', 'كبير']"
والذين ءامنوا وهاجروا وجٰهدوا في سبيل الله والذين ءاووا ونصروا اولٰئك هم المؤمنون حقا لهم مغفرة ورزق كريم,سورة الانفال,"['الذي', 'ءامن', 'هاجر', 'جهد', 'في', 'سبيل', 'الله', 'الذي', 'ءاووا', 'نصر', 'اولئك', 'هم', 'مؤمن', 'حق', 'ل', 'مغفرة', 'رزق', 'كريم']"
والذين ءامنوا من بعد وهاجروا وجٰهدوا معكم فاولٰئك منكم واولوا الارحام بعضهم اولىٰ ببعض في كتٰب الله ان الله بكل شيء عليم,سورة الانفال,"['الذي', 'ءامن', 'من', 'بعد', 'هاجر', 'جهد', 'مع', 'اولئك', 'من', 'اول', 'ارحام', 'بعض', 'اولى', 'بعض', 'في', 'كتب', 'الله', 'ان', 'الله', 'كل', 'شيء', 'عليم']"
براءة من الله ورسوله الى الذين عٰهدتم من المشركين,سورة التوبة,"['براءة', 'من', 'الله', 'رسول', 'الى', 'الذي', 'عهدتم', 'من', 'مشرك']"
فسيحوا في الارض اربعة اشهر واعلموا انكم غير معجزي الله وان الله مخزي الكٰفرين,سورة التوبة,"['فسيح', 'في', 'ارض', 'اربع', 'اشهر', 'اعلم', 'ان', 'غير', 'معجز', 'الله', 'وان', 'الله', 'مخزي', 'كفر']"
واذٰن من الله ورسوله الى الناس يوم الحج الاكبر ان الله بريء من المشركين ورسوله فان تبتم فهو خير لكم وان توليتم فاعلموا انكم غير معجزي الله وبشر الذين كفروا بعذاب اليم,سورة التوبة,"['اذن', 'من', 'الله', 'رسول', 'الى', 'ناس', 'يوم', 'حج', 'اكبر', 'ان', 'الله', 'بريء', 'من', 'مشرك', 'رسول', 'فان', 'تبتم', 'هو', 'خير', 'ل', 'وان', 'تولى', 'اعلم', 'ان', 'غير', 'معجز', 'الله', 'بشر', 'الذي', 'كفر', 'عذاب', 'اليم']"
الا الذين عٰهدتم من المشركين ثم لم ينقصوكم شيا ولم يظٰهروا عليكم احدا فاتموا اليهم عهدهم الىٰ مدتهم ان الله يحب المتقين,سورة التوبة,"['الا', 'الذي', 'عهدتم', 'من', 'مشرك', 'ثم', 'لم', 'ينقصوكم', 'شي', 'لم', 'ظهر', 'على', 'احدا', 'اتم', 'الي', 'عهد', 'الى', 'مدة', 'ان', 'الله', 'أحب', 'متقي']"
فاذا انسلخ الاشهر الحرم فاقتلوا المشركين حيث وجدتموهم وخذوهم واحصروهم واقعدوا لهم كل مرصد فان تابوا واقاموا الصلوٰة وءاتوا الزكوٰة فخلوا سبيلهم ان الله غفور رحيم,سورة التوبة,"['اذ', 'انسلخ', 'اشهر', 'حرم', 'فاقتلوا', 'مشرك', 'حيث', 'وجد', 'خذو', 'واحصروهم', 'اقعد', 'ل', 'كل', 'مرصد', 'فان', 'تاب', 'اقام', 'صلو', 'ءاتوا', 'زكو', 'خلا', 'سبيل', 'ان', 'الله', 'غفور', 'رحيم']"
قالوا بل جئنٰك بما كانوا فيه يمترون,سورة الحجر,"['قال', 'بل', 'جئنك', 'ما', 'كان', 'في', 'يمترون']"
وان احد من المشركين استجارك فاجره حتىٰ يسمع كلٰم الله ثم ابلغه مامنه ذٰلك بانهم قوم لا يعلمون,سورة التوبة,"['وان', 'احد', 'من', 'مشرك', 'استجار', 'فاجر', 'حتى', 'سمع', 'كلم', 'الله', 'ثم', 'ابلغ', 'مامن', 'ذلك', 'باني', 'قوم', 'لا', 'علم']"
كيف يكون للمشركين عهد عند الله وعند رسوله الا الذين عٰهدتم عند المسجد الحرام فما استقٰموا لكم فاستقيموا لهم ان الله يحب المتقين,سورة التوبة,"['كيف', 'كان', 'مشرك', 'عهد', 'عند', 'الله', 'عند', 'رسول', 'الا', 'الذي', 'عهدتم', 'عند', 'مسجد', 'حرام', 'ما', 'استقم', 'ل', 'فاستقيموا', 'ل', 'ان', 'الله', 'أحب', 'متقي']"
كيف وان يظهروا عليكم لا يرقبوا فيكم الا ولا ذمة يرضونكم بافوٰههم وتابىٰ قلوبهم واكثرهم فٰسقون,سورة التوبة,"['كيف', 'وان', 'ظهر', 'على', 'لا', 'يرقب', 'في', 'الا', 'لا', 'ذمة', 'يرضونكم', 'افوه', 'تابى', 'قلب', 'اكثر', 'فسق']"
اشتروا بايٰت الله ثمنا قليلا فصدوا عن سبيله انهم ساء ما كانوا يعملون,سورة التوبة,"['اشترى', 'باي', 'الله', 'ثمن', 'قليل', 'فصد', 'عن', 'سبيل', 'ان', 'ساء', 'ما', 'كان', 'عمل']"
لا يرقبون في مؤمن الا ولا ذمة واولٰئك هم المعتدون,سورة التوبة,"['لا', 'رقب', 'في', 'مؤمن', 'الا', 'لا', 'ذمة', 'اولئك', 'هم', 'متعدي']"
فان تابوا واقاموا الصلوٰة وءاتوا الزكوٰة فاخوٰنكم في الدين ونفصل الايٰت لقوم يعلمون,سورة التوبة,"['فان', 'تاب', 'اقام', 'صلو', 'ءاتوا', 'زكو', 'فاخونكم', 'في', 'دين', 'فصل', 'الاي', 'قوم', 'علم']"
وان نكثوا ايمٰنهم من بعد عهدهم وطعنوا في دينكم فقٰتلوا ائمة الكفر انهم لا ايمٰن لهم لعلهم ينتهون,سورة التوبة,"['وان', 'نكث', 'ايمن', 'من', 'بعد', 'عهد', 'طعن', 'في', 'دين', 'قتل', 'ائم', 'كفر', 'ان', 'لا', 'ايمن', 'ل', 'لعل', 'انتهى']"
الا تقٰتلون قوما نكثوا ايمٰنهم وهموا باخراج الرسول وهم بدءوكم اول مرة اتخشونهم فالله احق ان تخشوه ان كنتم مؤمنين,سورة التوبة,"['الا', 'قتل', 'قوم', 'نكث', 'ايمن', 'هم', 'اخراج', 'رسول', 'هم', 'بدءوكم', 'اول', 'مرة', 'اتخشونهم', 'الله', 'احق', 'ان', 'تخشو', 'ان', 'كان', 'مؤمن']"
قٰتلوهم يعذبهم الله بايديكم ويخزهم وينصركم عليهم ويشف صدور قوم مؤمنين,سورة التوبة,"['قتلوهم', 'عذب', 'الله', 'ايدي', 'أخزى', 'نصر', 'على', 'شفى', 'صدور', 'قوم', 'مؤمن']"
ويذهب غيظ قلوبهم ويتوب الله علىٰ من يشاء والله عليم حكيم,سورة التوبة,"['ذهب', 'غيظ', 'قلب', 'تاب', 'الله', 'على', 'من', 'شاء', 'الله', 'عليم', 'حكيم']"
ام حسبتم ان تتركوا ولما يعلم الله الذين جٰهدوا منكم ولم يتخذوا من دون الله ولا رسوله ولا المؤمنين وليجة والله خبير بما تعملون,سورة التوبة,"['ام', 'حسب', 'ان', 'ترك', 'لما', 'علم', 'الله', 'الذي', 'جهد', 'من', 'لم', 'اتخذ', 'من', 'دون', 'الله', 'لا', 'رسول', 'لا', 'مؤمن', 'وليجة', 'الله', 'خبير', 'ما', 'عمل']"
ما كان للمشركين ان يعمروا مسٰجد الله شٰهدين علىٰ انفسهم بالكفر اولٰئك حبطت اعمٰلهم وفي النار هم خٰلدون,سورة التوبة,"['ما', 'كان', 'مشرك', 'ان', 'عمر', 'مسجد', 'الله', 'شهد', 'على', 'انفس', 'كفر', 'اولئك', 'حبط', 'اعمل', 'في', 'نار', 'هم', 'خلدون']"
وثلة من الاخرين,سورة الواقعة,"['ثلة', 'من', 'اخر']"
انما يعمر مسٰجد الله من ءامن بالله واليوم الاخر واقام الصلوٰة وءاتى الزكوٰة ولم يخش الا الله فعسىٰ اولٰئك ان يكونوا من المهتدين,سورة التوبة,"['انما', 'عمر', 'مسجد', 'الله', 'من', 'ءامن', 'الله', 'يوم', 'اخر', 'اقام', 'صلو', 'ءاتى', 'زكو', 'لم', 'خشي', 'الا', 'الله', 'عسى', 'اولئك', 'ان', 'كان', 'من', 'مهتدي']"
اجعلتم سقاية الحاج وعمارة المسجد الحرام كمن ءامن بالله واليوم الاخر وجٰهد في سبيل الله لا يستون عند الله والله لا يهدي القوم الظٰلمين,سورة التوبة,"['اجعلتم', 'سقاية', 'حاج', 'عمارة', 'مسجد', 'حرام', 'من', 'ءامن', 'الله', 'يوم', 'اخر', 'جهد', 'في', 'سبيل', 'الله', 'لا', 'يستون', 'عند', 'الله', 'الله', 'لا', 'هدى', 'قوم', 'ظلم']"
الذين ءامنوا وهاجروا وجٰهدوا في سبيل الله باموٰلهم وانفسهم اعظم درجة عند الله واولٰئك هم الفائزون,سورة التوبة,"['الذي', 'ءامن', 'هاجر', 'جهد', 'في', 'سبيل', 'الله', 'امول', 'انفس', 'اعظم', 'درجة', 'عند', 'الله', 'اولئك', 'هم', 'فائز']"
يبشرهم ربهم برحمة منه ورضوٰن وجنٰت لهم فيها نعيم مقيم,سورة التوبة,"['بشر', 'رب', 'رحمة', 'من', 'رض', 'جنة', 'ل', 'في', 'نعيم', 'مقيم']"
خٰلدين فيها ابدا ان الله عنده اجر عظيم,سورة التوبة,"['خلد', 'في', 'ابدا', 'ان', 'الله', 'عند', 'اجر', 'عظيم']"
يٰايها الذين ءامنوا لا تتخذوا ءاباءكم واخوٰنكم اولياء ان استحبوا الكفر على الايمٰن ومن يتولهم منكم فاولٰئك هم الظٰلمون,سورة التوبة,"['ياي', 'الذي', 'ءامن', 'لا', 'اتخذ', 'ءاباءكم', 'اخون', 'اولياء', 'ان', 'استحب', 'كفر', 'على', 'ايمن', 'من', 'تولى', 'من', 'اولئك', 'هم', 'ظلم']"
قل ان كان ءاباؤكم وابناؤكم واخوٰنكم وازوٰجكم وعشيرتكم واموٰل اقترفتموها وتجٰرة تخشون كسادها ومسٰكن ترضونها احب اليكم من الله ورسوله وجهاد في سبيله فتربصوا حتىٰ ياتي الله بامره والله لا يهدي القوم الفٰسقين,سورة التوبة,"['قال', 'ان', 'كان', 'ءاباؤكم', 'ابناؤ', 'اخون', 'وازوجكم', 'عشير', 'امول', 'اقترفتموها', 'جر', 'خشي', 'كساد', 'مسكن', 'رضي', 'احب', 'الي', 'من', 'الله', 'رسول', 'جهاد', 'في', 'سبيل', 'تربص', 'حتى', 'يا', 'الله', 'امر', 'الله', 'لا', 'هدى', 'قوم', 'فسق']"
لقد نصركم الله في مواطن كثيرة ويوم حنين اذ اعجبتكم كثرتكم فلم تغن عنكم شيا وضاقت عليكم الارض بما رحبت ثم وليتم مدبرين,سورة التوبة,"['قد', 'نصر', 'الله', 'في', 'مواطن', 'كثير', 'يوم', 'حنين', 'اذ', 'اعجب', 'كثرة', 'لم', 'أغنى', 'عن', 'شي', 'ضاق', 'على', 'ارض', 'ما', 'رحب', 'ثم', 'ولى', 'مدبر']"
ثم انزل الله سكينته علىٰ رسوله وعلى المؤمنين وانزل جنودا لم تروها وعذب الذين كفروا وذٰلك جزاء الكٰفرين,سورة التوبة,"['ثم', 'انزل', 'الله', 'سكينة', 'على', 'رسول', 'على', 'مؤمن', 'انزل', 'جندي', 'لم', 'أروى', 'عذب', 'الذي', 'كفر', 'ذلك', 'جزاء', 'كفر']"
ثم يتوب الله من بعد ذٰلك علىٰ من يشاء والله غفور رحيم,سورة التوبة,"['ثم', 'تاب', 'الله', 'من', 'بعد', 'ذلك', 'على', 'من', 'شاء', 'الله', 'غفور', 'رحيم']"
لو خرجوا فيكم ما زادوكم الا خبالا ولاوضعوا خلٰلكم يبغونكم الفتنة وفيكم سمٰعون لهم والله عليم بالظٰلمين,سورة التوبة,"['لو', 'خرج', 'في', 'ما', 'زادوكم', 'الا', 'خبالا', 'اوضع', 'خلل', 'يبغونكم', 'فتنة', 'في', 'سمع', 'ل', 'الله', 'عليم', 'ظلم']"
